100
-64,0.910942383374941
-83,0.7249356555528772
73,0.393610649520552
77,0.7328690876155867
-80,0.5760380484460382
-61,0.17122470031491444
70,0.1286760939118995
-51,0.4660183925981376
-81,0.2688165363184466
-54,0.4745368156507981
-99,0.19067900879706767
58,0.20569473551446726
74,0.21360275623734204
97,0.3823077158162884
47,0.47943994968726555
-41,0.21848621753094144
-85,0.29160328226750076
62,0.30003891885458356
-71,0.8178028342875889
-53,0.2903417723696824
90,0.0022900213474126296
44,0.06612093921925755
-43,0.04301247523769525
71,0.9351794385911143
48,0.5917006243820074
-52,0.5600543614383068
46,0.1034030810325195
-88,0.7573421932306214
-67,0.18484452387894323
86,0.2520094285991946
-41,0.8222936047569326
-99,0.9200805117410752
-96,0.4791298645773263
41,0.8729540694830826
-48,0.9763370982055455
75,0.6341544547543514
-47,0.056702948987633284
-69,0.48711869020866083
-92,0.6021730829191673
72,0.07381281902525394
94,0.655819056728323
-43,0.382356252471152
-92,0.9930832173621796
-77,0.15181970312479487
-51,0.8048390967119231
-52,0.35899391895039057
-54,0.6764525172912981
-47,0.1408646155873955
88,0.06717407597876968
-55,0.19406273989307143
55,0.7731893457911719
96,0.21560470599826353
-71,0.7714750036028042
-64,0.28533011720810175
-57,0.5318596997606432
-61,0.6077527287927954
61,0.50859355630978
42,0.7383493472024478
-59,0.503142060197659
70,0.2160381257309163
-86,0.865313845882297
-94,0.44977927946189433
-70,0.7743114780027818
98,0.19353261132077826
67,0.8345839820485722
70,0.06151648275936983
68,0.9188123271431906
50,0.24674583609584466
-59,0.09295105323556907
96,0.012721027555389064
-44,0.8325813723325324
-44,0.12406068326576569
73,0.8681309396020868
89,0.30060636014058995
-60,0.42663406980002516
-56,0.04549191229477323
58,0.4331200362646316
-90,0.9759028169861448
-89,0.2245282562156552
-97,0.6314155874639851
56,0.35798320997752453
-60,0.8451928560942544
88,0.27367201291863474
87,0.22483151056213901
-93,0.5264284873220123
66,0.3298561065370854
73,0.4210423330371865
97,0.3698840919184905
62,0.5815055370109764
75,0.9401503710666548
-63,0.9267348542024598
51,0.6087817083729928
67,0.9032417695110527
-51,0.36299455946641135
-78,0.5928645709418003
88,0.6899184796063852
-56,0.4407564761947299
-88,0.733308067854925
-54,0.07069017163711211
-44,0.7419166482123565
477
